3;102;Comuna 3 Cali;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;103;Comuna 4 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;104;Comuna 5 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;
7;105;Comuna 6 Cali;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
7;106;Comuna 7 Cali;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;
3;107;Comuna 8 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
9;108;Comuna 9 Cali;1;;;;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;1;1;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
3;109;Comuna 10 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
5;110;Comuna 11 Cali;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
7;111;Comuna 12 Cali;1;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;
5;112;Comuna 13 Cali;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
5;113;Comuna 14 Cali;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;114;Comuna 15 Cali;1;;;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;115;Comuna 16 Cali;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2;116;Comuna 17 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
4;117;Comuna 18/ Comuna 22 Cali;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;118;Comuna 19 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;119;Comuna 20 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
5;120;Comuna 21 Cali;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
8;121;Riomar Baranquilla;1;;1;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
4;122;Norte-Centro Histórico Baranquilla;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;123;Suroccidente Baranquilla;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;124;Metropolitana Baranquilla;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;125;Suroriente Baranquilla;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
3;126;UCG # 1/ UCG # 2/ UCG # 3/ UCG # 8/ UCG # 9/ UCG # 10 Carthagène;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;
3;127;UCG # 4/ UCG # 5/ UCG # 6/ UGC # 7 Carthagène;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;128;UCG # 11/ UCG # 12/ UCG # 13/ UCG # 14/ UCG # 15 Carthagène;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;129;Centro Cucuta;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
5;130;Centro Oriental Cucuta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
5;131;Sur Oriental Cucuta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;
5;132;Oriental Cucuta;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
6;133;Nororiental Cucuta;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
8;134;Norte Cucuta;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
5;135;Noroccidental Cucuta;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
5;136;Occidental Cucuta;1;;;;;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;137;Suroccidental Cucuta;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;
4;138;Cementerio Cucuta;1;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;139;Garcia Rovira/ Occidental Bucaramanga;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;140;Centro Bucaramanga;1;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
3;141;Cabecera Bucaramanga;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
4;142;La Concordia/ Sur/ La Ciudadela/ Mutis/ Provenza/ Sur Occidente Bucaramanga;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;
5;143;Morrorrico/ Oriental/ La Pedegrosa/ Lagos de Cacique Bucaramanga;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
5;144;Norte/ Noriental/ San Francisco Bucaramanga;1;;;;;;;;;1;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;145;Del Café/ Ferrocarril/ Olimpica/ Cuba/ San Joaquin Pereira;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
8;146;El Oso/ Perla del Otún/ Consotá/ El Poblado/ El Jardín Pereira;1;;1;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;;;1;;;;;;;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;147;Rio Otún/ Centro/ San Nicolàs/ Boston Pereira;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
6;148;Universidad/ Villa Santana/ Oriente/ Villavicencio Pereira;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2;149; MARIA EUGENIA – PANDO/ CENTRE Santa Marta;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
4;150;Polideportivo-Jardin/ Pescaito/ SantaFe/ Bastidas Santa Marta;1;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;151; MAMATOCO-11 DE NOVIEMBRE/ GAIRA-RODADERO/ POZOS COLORADOS-DON JACA/ PARQUE-BURECHE             Santa Marta;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;1;;;1;;;;;;;;;;;;
3;152;Boquerón/ Ricaurte/ Ferias Ibagué;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;153;Centro/ Calambeo Ibagué;1;;;;;;;;;1;;;1;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;154;Estadio/ San Simón/ Piedrapintada Ibagué;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
5;155;Jordán/ Vergel Ibagué;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
6;156;Picaleňa-Micolindo/ Simón Bolivar/ Salado Ibagué;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;
3;157;Atardeceres/ Ciudala del Norte/ San Jose Cumanday/ La Macarena Manizales;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
5;158;Nuevo Horizonte/ Estacion/ La Fuente Manizales;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;1;;;;;;;;;;;
5;159;Cerro de Oro/ Palogrande/ Universitaria/ Tesorito Manizales;2;;1;1;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;160;Communa 7/ Communa 8/ Communa 9 Communa 10 Pasto;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;161;Communa 1/ Communa 11/ Communa 12 Pasto;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;;;;;;;;
4;162;Communa 2/ Communa 3/ Communa 4/ Communa 5/ Communa 6 Pasto;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
3;163;Norte/ Norrocidental/ Entre Rios Neiva;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
5;164;Nororiental/ Oriental/ Las Palmas Neiva;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;165;Central/ La Floresta/ Sur/ Suroriental Neiva;1;;;;;1;;;;1;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;166;Communa 1/ Communa 2/ Communa 6 Villavicencio;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
6;167;Communa 3/ Communa 4/ Communa 5 Villavicencio;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
4;168;Communa 7/ Communa 8 Villavicencio;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
4;169;Centenario/ Alfonso López/ Francisco de Paula Santander/ Ruffino José Cuervo/ El Bosque/ San José Armenia;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;170;Cafetero/ Libertadores/ Fundadores Armenia;1;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;171;Quimbaya Armenia;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;
4;172;Comuna 1/ Comuna 2 Monteria;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
;173;Comuna 3/ Comuna 4/ Comuna 6 Monteria;1;;;1;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;174;Comuna 5/ Comuna 7 Monteria;1;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
;175;Comuna 8/ Comuna 9 Monteria;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
;176;Comuna 1 Valledupar;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;
;177;Comuna 2/ Comuna 3 Valledupar;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;178;Comuna 4/ Comuna 5 Valledupar;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;179;Comuna 6 Valledupar;1;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
;180;Communa 1/ Communa 2/ Communa 3 Popayan;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;181;Communa 7/ Communa 9 Popayan;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;
;182;Communa 4/  Communa 8 Popayan;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;1;;;;1;;;1;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;183;Communa 5/ Communa 6 Popayan;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;184;Comuna 1 Norte / Comuna 2 Nordeste/ Comuna 3 Noroeste Tunja;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;
;185;Comuna 4 Oeste/ Comuna 5 Centro Histórico Tunja;1;;;1;;1;;;;1;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;186;Comuna 6 Sudoeste/ Comuna 7 Este/ Comuna 8 Sudeste Tunja;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;
;187;Communa 3/ Communa 4/ Communa 8 Floridablanca;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;188;Communa 2/ Communa 5 Floridablanca;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
;189;Communa 1/ Communa 6/ Communa 7 Floridablanca;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
;190;Communa 1/ Communa 2 Palmira;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;191;Communa 3/ Communa 4 Palmira;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;1;;;;1;;;;;;;;;;;
;192;Communa 5/ Communa 6/ Communa 7 Palmira;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;193;La Loma/ Pumarejo/ El Ferrocaril/ La Cruz de Mayo/ Centenario/ Hipodromo/ El Porvenir/ Las Ferias/ Vista Hermosa Soledad;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;194;Villas de Soledad/ Las Nubes/ Villa Estadio/ El Limon/ Las Gaviotas/ Los Robles/ Los Cedros Soledad;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;195;La Fé/ Renacer/ San Vicente/ Ciudad Paraiso/ La Candelaria/ Ciudadela Metropolitana Soledad;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
;196;Compatir/ Centro Soacha;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
;197;Olivos/ San Mateo Soacha;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;;;1;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
;198;Ciudadela Sucre/ San Marcos Soacha;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;
;199;Paris/ La Madera Bello;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;200;Santa Ana/ Súarez Bello;1;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;
;201;La Cumbre/ Bellavista/ Altos de Niquia Bello;1;;1;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;202;Niquia/ Acevedo/ Fontidueňo Bello;1;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;1;1;;;;;;;;1;;;;;;;;;1;;;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;; 1 CARAIBES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;2 PACIFIQUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;; 3 ANDES;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;4 ORENOQUIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;5 AMAZONIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Urbain 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Rural 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
